DATE;DATE;DOY;"Temperature
(oC)";"Relative Humidity
(%)";"Wind Speed
(m/s)";"Solar Radiation Rs
(w/m2)";"Rain";"Wind Direction
(oC)";"Max. Temperature
(oC)";"Max. Relative Humidity
(%)";"Max.  Wind Speed
(m/s)";"Max. Solar Radiation Rs
(w/m2)";"Min. Temperature
(oC)";"Min. Relative Humidity
(%)";"Min.  Wind Speed
(m/s)";"ETo
(mm)"
28/2/2015;Φεβ;59;11.8;83.4;1.6;143.4;0.6;165.6;15.3;99.4;6;738.8;8.7;62.5;0;2
1/3/2015;Μαρ;60;9.5;91.5;0.7;58.4;0.0;161.4;11.1;100;2.6;278.3;7;81.3;0;1.4
2/3/2015;Μαρ;61;9.6;89.8;0.9;78.6;0.0;155.5;13.3;99.2;4;573.7;5.9;70.8;0;1.5
3/3/2015;Μαρ;62;11.9;85.4;0.7;120.6;0.8;189.4;17.1;100;3.5;933.1;8.6;62.4;0;1.5
4/3/2015;Μαρ;63;9.4;54.6;1.6;205.6;0.0;189.8;12.7;87;5.8;776.9;5.4;32.5;0;2.1
5/3/2015;Μαρ;64;7.0;77.8;0.8;49.4;0.0;109.5;9.3;91.1;4;346.7;4.5;61.9;0;1.4
6/3/2015;Μαρ;65;8.4;90.9;2.9;10.8;94.9;85.6;11;100;7.1;65.9;6.1;71.9;0.1;2.3
7/3/2015;Μαρ;66;4.9;84.4;5.9;12.6;30.3;59.3;6.4;91.4;8.6;55.2;3.9;76;3.1;2.8
8/3/2015;Μαρ;67;5.8;77.3;4.9;15.6;2.4;59.7;6.9;86.5;8.6;78.6;4.6;69.3;1.6;2.9
9/3/2015;Μαρ;68;7.0;71.2;2.8;52.8;0.4;73.3;8.1;83.9;8.3;609.9;5;64.5;1.1;2.5
10/3/2015;Μαρ;69;7.4;72.7;1.2;100.5;0.0;94.5;10;92.7;3.1;779.3;5.1;60.4;0;1.7
11/3/2015;Μαρ;70;7.4;85.9;1.0;154.8;0.0;157.3;11.8;98.4;4.6;757.3;2.3;63.2;0;1.6
12/3/2015;Μαρ;71;7.0;91.8;1.0;54.1;8.8;208.3;8.6;99.4;3.4;282.2;5.7;79.7;0;1.5
13/3/2015;Μαρ;72;8.8;82.0;1.2;127.5;7.4;162.0;12.6;100;4;805.2;5.9;58.8;0;1.7
14/3/2015;Μαρ;73;9.2;70.7;2.2;45.4;2.4;81.7;9.9;84.8;8.2;216.3;7.9;61.5;0.3;2.4
15/3/2015;Μαρ;74;9.1;78.7;0.7;68.4;0.0;208.1;12.3;89.1;3.7;601.6;6.7;57.1;0;1.4
16/3/2015;Μαρ;75;10.8;65.1;3.7;216.7;0.0;59.2;14.9;82.9;8.6;828.6;7.1;48.7;0.3;3.5
17/3/2015;Μαρ;76;10.6;44.7;5.4;239.9;0.0;73.7;15.1;62.6;9.3;823.3;5.6;24.7;0.1;4.9
18/3/2015;Μαρ;77;5.6;55.6;2.6;207.1;0.0;147.3;9.7;88.6;6.8;811;1.7;32.2;0;2.5
19/3/2015;Μαρ;78;5.4;76.4;1.1;158.9;7.6;168.0;10.9;100;4.8;758.8;-0.7;55.5;0;1.6
20/3/2015;Μαρ;79;5.3;79.8;2.6;167.5;12.0;142.5;9.8;97.8;6.1;907.7;2.2;51.6;0;2.2
21/3/2015;Μαρ;80;6.9;68.5;1.6;245.8;0.0;208.9;13.3;93.1;5.3;807.1;0.2;37.4;0;1.9
22/3/2015;Μαρ;81;8.4;76.1;1.1;198.6;0.0;186.8;14.3;94.7;4.6;854.5;0.7;52.5;0;1.7
23/3/2015;Μαρ;82;10.3;87.6;0.7;89.5;0.2;176.8;13.4;96.1;4;629.4;8.6;69.7;0;1.5
24/3/2015;Μαρ;83;9.1;79.4;1.5;217.8;0.0;161.5;13;97.7;4.4;842.3;5.2;61.2;0;2
25/3/2015;Μαρ;84;9.4;79.1;0.8;98.2;0.0;145.1;13.7;98.6;5.1;382.3;4.2;49.2;0;1.4
26/3/2015;Μαρ;85;12.1;87.1;0.3;61.6;12.3;134.8;15.5;100;2.2;660.2;9.6;72.1;0;1.4
27/3/2015;Μαρ;86;11.9;99.8;1.2;13.6;31.7;71.1;13.6;100;4.8;62;10.9;96.2;0;1.9
28/3/2015;Μαρ;87;12.6;92.5;1.0;134.5;2.8;101.3;16.3;100;3.4;955.1;9.9;77.5;0;1.9
29/3/2015;Μαρ;88;12.0;91.9;0.8;113.7;2.8;204.8;14.4;100;3.8;692.9;10.2;74.3;0;1.7
30/3/2015;Μαρ;89;12.2;87.6;1.7;233.9;0.0;199.7;16.2;100;7.5;848.2;7.1;59.8;0;2.1
31/3/2015;Μαρ;90;13.1;86.7;1.6;255.4;0.4;194.4;17;100;5.3;1090.8;10.3;63.7;0;2.2
1/4/2015;Απρ;91;12.8;86.6;1.9;185.2;6.0;81.4;18;100;6.3;965.8;7.8;69.9;0;2.5
2/4/2015;Απρ;92;11.1;72.7;2.2;267.4;5.0;171.2;14.7;98.9;6.6;928.7;7.5;42.8;0;2.4
3/4/2015;Απρ;93;8.4;75.5;0.7;81.4;0.0;174.2;13;94.1;5.7;585;4.4;37.5;0;1.2
4/4/2015;Απρ;94;8.2;52.2;1.6;267.7;0.0;174.3;12.8;85.8;5.2;898.5;1.1;27.7;0;2.1
5/4/2015;Απρ;95;9.1;75.5;0.7;83.2;2.3;105.0;12.3;99.1;2.2;612.3;5.3;54.9;0;1.4
6/4/2015;Απρ;96;12.6;89.0;3.3;131.0;17.1;188.6;16.3;100;10.3;910.7;8.3;63.5;0.1;2.9
7/4/2015;Απρ;97;8.6;79.5;1.8;74.1;0.4;158.9;10.6;96.3;5.3;335.5;7.4;56.2;0;2
8/4/2015;Απρ;98;8.1;72.8;2.1;193.3;0.2;176.2;12.1;92.7;8.9;1175.3;4.2;48.6;0;2.2
9/4/2015;Απρ;99;10.9;48.0;3.0;124.4;0.0;81.8;14;59.7;5.7;758.8;8.3;32.7;0.6;3.3
10/4/2015;Απρ;100;12.4;36.8;3.9;295.0;0.0;100.4;17.6;80.6;9.6;914.6;6.2;20.9;0;4.7
11/4/2015;Απρ;101;11.2;56.9;1.9;292.7;0.0;240.3;18.2;86.9;5.8;909.7;2.4;30.9;0;2.6
12/4/2015;Απρ;102;13.6;59.6;1.1;290.6;0.0;198.7;21.3;89.2;4;919.4;4.8;27.7;0;1.9
13/4/2015;Απρ;103;15.4;63.5;1.4;266.5;0.0;239.9;22.7;90.3;7;1082;7.9;32.3;0;2.2
14/4/2015;Απρ;104;15.1;70.7;1.2;204.4;0.0;192.6;22.5;93.9;6.6;988.8;8.3;35.7;0;1.9
15/4/2015;Απρ;105;14.7;53.5;1.4;270.2;0.0;162.5;18;87.6;4.1;926.3;9.6;34.5;0;2.2
16/4/2015;Απρ;106;13.7;70.9;1.2;294.0;0.0;195.2;19.6;94.1;4.9;911.6;6.4;43.3;0;2
17/4/2015;Απρ;107;14.4;82.4;1.4;244.9;0.0;86.0;19.8;99.4;3.4;987.3;8.5;63.8;0;2.3
18/4/2015;Απρ;108;16.1;84.2;1.5;253.7;0.0;108.4;21.3;100;3.8;1021.5;12.8;51.6;0;2.1
19/4/2015;Απρ;109;11.5;79.7;1.6;39.7;0.8;153.6;14.8;95.9;5.5;312.5;8.2;54.8;0;2.1
20/4/2015;Απρ;110;10.7;77.3;1.7;269.2;0.2;201.3;15.3;100;6.3;1163.1;5.1;48.4;0;2.1
21/4/2015;Απρ;111;11.4;66.7;2.3;150.5;0.0;178.2;16.9;96.2;8.9;949.7;6.4;32.3;0;2.6
22/4/2015;Απρ;112;11.3;67.2;1.6;152.8;0.4;160.6;16.6;89.2;5.7;1008.3;7;43.6;0;2.2
23/4/2015;Απρ;113;9.8;70.0;1.6;295.4;0.0;187.5;15.2;93.9;4.9;928.7;3.3;45.4;0;2.1
24/4/2015;Απρ;114;11.6;81.2;1.2;223.1;0.0;173.0;17.8;98.2;4.3;1022;4.8;56;0;1.9
25/4/2015;Απρ;115;13.9;84.5;1.1;207.8;0.0;136.7;18.9;99.4;4.9;1034.2;9.1;64.5;0;2
26/4/2015;Απρ;116;14.2;86.8;1.3;266.4;0.0;202.5;19.7;100;4.2;1141.1;8.5;68.4;0;2.2
27/4/2015;Απρ;117;15.7;85.7;1.2;251.8;0.0;101.0;20.5;100;4;1087.4;10.4;59;0;2
28/4/2015;Απρ;118;16.3;77.0;1.0;180.6;0.0;93.6;20.8;99.4;3.6;1056.2;11.7;48.7;0;1.8
29/4/2015;Απρ;119;15.6;86.3;0.7;160.7;2.2;224.1;22.5;100;4.2;916.5;11.2;50.7;0;1.5
30/4/2015;Απρ;120;15.1;83.7;1.2;217.6;0.0;219.8;20.3;100;3.3;979;10.9;58.4;0;2
1/5/2015;Μαϊ;121;16.0;81.5;1.4;288.1;0.0;160.8;20.8;98.4;4.7;972.2;10.6;61.9;0;2.3
2/5/2015;Μαϊ;122;15.6;89.6;0.8;126.4;0.4;124.7;19.7;100;3.3;1109.9;11.2;72.5;0;1.9
3/5/2015;Μαϊ;123;16.8;78.2;1.3;299.6;0.0;175.9;22.9;100;3.6;961;9.7;49.3;0;2.1
4/5/2015;Μαϊ;124;17.6;76.4;0.9;243.3;0.0;173.9;23.2;96;3;1010.3;10.7;53.7;0;1.9
5/5/2015;Μαϊ;125;20.1;69.7;0.9;281.7;0.0;186.7;26;97.6;3.9;907.7;14.2;44;0;1.9
6/5/2015;Μαϊ;126;21.0;64.0;0.0;303.9;0.0;204.5;27.7;92.1;0;902.4;14.4;36.2;0;0.8
7/5/2015;Μαϊ;127;21.2;69.3;1.1;238.9;6.2;169.0;27.5;100;5.9;936;14.7;46.9;0;2.2
8/5/2015;Μαϊ;128;20.1;77.1;2.4;275.0;0.2;142.6;25.9;100;9.4;1023.9;15.4;44.1;0;3.1
9/5/2015;Μαϊ;129;19.6;59.2;1.5;266.9;0.0;189.7;24.7;94.6;4.4;1011.2;15.1;25.5;0;2.4
10/5/2015;Μαϊ;130;18.7;60.9;2.4;293.1;0.0;106.6;24.1;88.4;6.4;938.5;13.4;32.1;0;3.3
11/5/2015;Μαϊ;131;16.4;74.0;1.5;86.4;0.8;153.7;18.6;90;4.2;432.1;13.9;55;0;2.3
12/5/2015;Μαϊ;132;20.0;44.5;4.7;325.7;0.0;53.6;24.3;65;8.9;1023;15.4;25.9;1.5;5.9
13/5/2015;Μαϊ;133;20.1;48.1;2.4;291.4;0.0;192.0;25.6;72.4;6.5;1100.1;13.5;27.9;0;3.8
14/5/2015;Μαϊ;134;18.3;64.7;1.6;313.3;0.0;177.1;24.5;85.7;5;930.7;11.2;44.3;0;2.7
15/5/2015;Μαϊ;135;19.3;76.6;1.6;303.6;0.8;124.1;24.7;96.1;3.7;904.3;13.8;56.9;0;2.6
16/5/2015;Μαϊ;136;19.0;83.9;1.3;231.1;0.0;129.1;23.1;98.3;3.9;890.6;15.2;65.4;0;2.3
17/5/2015;Μαϊ;137;20.3;73.7;0.8;295.4;0.0;166.5;25.9;96.9;3.3;898;13.8;51;0;1.9
18/5/2015;Μαϊ;138;23.2;65.1;1.5;317.9;0.0;175.8;28.9;93.4;4.3;934.1;16.2;42.4;0;2.7
19/5/2015;Μαϊ;139;22.9;59.6;1.4;290.8;0.0;145.6;29;88.2;5.2;956.1;16.3;36.2;0;2.6
20/5/2015;Μαϊ;140;20.3;81.2;1.9;232.2;0.0;228.3;26.1;98.6;4.8;1141.1;15.8;61;0;2.9
21/5/2015;Μαϊ;141;22.0;54.5;2.3;306.8;0.0;193.1;28.5;85.6;6.7;937;16.4;31.5;0;3.7
22/5/2015;Μαϊ;142;22.3;63.3;1.4;299.5;0.0;173.4;29.3;87.7;5.6;938.5;15.8;36.1;0;2.6
23/5/2015;Μαϊ;143;22.5;63.1;1.2;311.5;0.0;167.9;27.6;87.9;4.4;913.1;16.8;40.8;0;2.4
24/5/2015;Μαϊ;144;21.0;64.7;1.2;324.5;0.0;156.4;27.4;88.8;4.2;972.7;14.9;37.6;0;2.3
25/5/2015;Μαϊ;145;19.7;77.1;1.4;263.6;0.0;161.9;24.2;95.7;4.4;1104;14.9;58.5;0;2.5
26/5/2015;Μαϊ;146;20.4;75.4;1.9;291.0;0.0;190.0;26.1;97.1;5.5;1027.4;15.4;50;0;2.8
27/5/2015;Μαϊ;147;19.1;76.9;1.1;166.2;0.6;184.6;25.4;94;4.2;1116.7;15;43.2;0;1.9
28/5/2015;Μαϊ;148;16.0;92.2;0.6;59.4;9.4;189.6;17.4;99.5;2.5;209.5;14.7;79.1;0;1.8
29/5/2015;Μαϊ;149;16.5;83.8;1.0;138.6;1.2;177.7;20.6;99.2;4.6;984.9;14.3;54;0;1.8
30/5/2015;Μαϊ;150;18.2;74.9;1.3;279.9;0.0;244.1;23.8;99.4;4.9;1126.5;12.3;44.8;0;2.2
31/5/2015;Μαϊ;151;19.0;71.7;1.3;328.6;0.0;179.9;25.7;95.7;4;960;12.7;48.8;0;2.4
1/6/2015;Ιουν;152;20.1;64.7;1.5;340.6;0.0;200.9;25.3;88.9;4.4;954.1;13.8;41.5;0;2.6
2/6/2015;Ιουν;153;21.8;50.8;2.9;352.1;0.0;101.4;28.1;86;8;973.6;13.8;29.5;0;4.5
3/6/2015;Ιουν;154;23.3;49.4;2.7;333.6;0.0;110.9;28.8;81.4;7.6;1090.8;18.3;31.3;0;4.4
4/6/2015;Ιουν;155;22.6;59.9;2.1;269.6;9.8;172.7;31;96.1;5.6;1155.3;16.7;31.8;0;3.5
5/6/2015;Ιουν;156;22.8;62.1;2.9;329.1;0.2;118.7;28.5;89.4;6.7;998.6;16.3;41.4;0;4.2
6/6/2015;Ιουν;157;24.0;46.3;3.1;203.2;0.0;59.8;28.2;59.9;6.6;1077.7;21.3;34.4;0.3;4.9
7/6/2015;Ιουν;158;22.3;47.0;3.5;168.5;0.0;58.9;27.1;64.2;6.8;1137.7;19.4;33.8;0.1;5.2
8/6/2015;Ιουν;159;20.4;59.5;2.4;178.9;0.2;140.1;24.5;95.1;6.1;1008.3;17.5;38.2;0;3.5
9/6/2015;Ιουν;160;19.4;83.2;1.2;177.8;4.0;172.3;25.4;100;3.9;974.1;16.4;55.1;0;2.1
10/6/2015;Ιουν;161;20.9;69.3;0.8;138.0;0.2;218.0;26.3;88.4;4.9;968.8;17.4;44.8;0;1.8
11/6/2015;Ιουν;162;21.8;69.8;1.8;228.3;1.2;152.1;27.9;93;4.9;1137.2;15.8;41.1;0;2.8
12/6/2015;Ιουν;163;24.7;54.7;2.1;338.9;0.0;137.1;31.1;86.4;5.7;1076.7;16.7;29.4;0;3.6
13/6/2015;Ιουν;164;23.9;53.3;1.3;334.9;0.0;190.5;30.8;80.2;4.9;943.9;16.2;30.7;0;2.6
14/6/2015;Ιουν;165;23.5;66.7;1.0;313.5;0.0;158.7;30;90.8;3.5;937;16.7;42.8;0;2.2
15/6/2015;Ιουν;166;24.5;70.1;1.1;310.8;0.0;159.9;31.2;96.4;4.7;966.8;17.4;43.6;0;2.3
16/6/2015;Ιουν;167;23.3;76.7;1.3;233.0;5.8;175.6;30.5;98;7.8;960.5;18.5;46.4;0;2.3
17/6/2015;Ιουν;168;22.5;71.7;1.5;304.7;8.6;176.2;28.7;96.7;7.8;972.2;17.2;48;0;2.7
18/6/2015;Ιουν;169;20.3;70.9;2.6;219.6;0.0;123.4;24.4;95.6;8.8;1208;16.8;49.5;0;3.5
19/6/2015;Ιουν;170;22.2;53.4;1.8;224.7;0.0;179.5;26.7;82.3;5.9;1211.4;17.2;36.2;0;3.1
20/6/2015;Ιουν;171;21.3;69.5;1.0;244.1;0.0;137.8;27.2;90.6;4.7;1069.4;16.1;43;0;2
21/6/2015;Ιουν;172;19.4;83.3;1.2;187.7;11.6;158.3;23.6;99.6;6.5;855.5;16.3;63.6;0;2.3
22/6/2015;Ιουν;173;18.6;69.6;1.4;156.9;0.0;185.0;22.1;94.4;6.3;796.4;16.2;50.5;0;2.4
23/6/2015;Ιουν;174;20.1;70.3;1.4;281.5;0.0;201.2;25.9;97;5.3;1015.6;13.5;43.3;0;2.4
24/6/2015;Ιουν;175;21.6;71.7;1.3;337.7;0.0;175.1;27.3;92.5;4.4;957.5;14.7;49.5;0;2.5
25/6/2015;Ιουν;176;21.6;76.8;1.1;232.1;4.4;109.2;25.4;97.1;3.9;1168.5;17.6;53.2;0;2.2
26/6/2015;Ιουν;177;20.4;62.7;1.5;224.2;0.2;117.0;24.1;83.3;4.5;1191.9;16.3;49.2;0;2.7
27/6/2015;Ιουν;178;22.2;50.4;2.3;258.9;0.0;82.5;26.3;63.8;5.2;1089.4;19.1;41.5;0;3.8
28/6/2015;Ιουν;179;20.9;66.8;0.6;146.9;0.0;193.3;26.6;90.4;3.1;757.3;15.5;41.5;0;1.6
29/6/2015;Ιουν;180;21.6;69.7;0.8;248.6;0.0;141.2;28.2;92.5;4.9;1059.1;15.7;42.9;0;1.8
30/6/2015;Ιουν;181;22.2;68.1;1.0;208.3;0.0;212.4;27.1;87.9;6.6;1097.7;18.5;44.5;0;2.1
1/7/2015;Ιουλ;182;21.6;68.6;1.3;192.2;0.4;228.1;28.2;86.9;3.7;854;16.7;41.5;0;2.4
2/7/2015;Ιουλ;183;23.9;62.4;1.4;311.7;0.0;185.5;30.9;91.1;6.9;1152.4;16.7;37.4;0;2.7
3/7/2015;Ιουλ;184;24.3;56.7;2.6;247.8;0.0;61.3;29.9;80.6;8.7;1020;20;34.6;0;4.1
4/7/2015;Ιουλ;185;22.8;59.5;1.9;254.9;0.0;188.7;28.9;81.5;6.7;1067.4;16.2;38.8;0;3.3
5/7/2015;Ιουλ;186;22.9;63.4;1.5;332.5;0.0;215.1;29.4;88.2;6;953.1;15.4;43.8;0;2.8
6/7/2015;Ιουλ;187;24.9;65.9;1.4;332.6;0.0;180.7;31.4;94.3;4.6;930.7;17.8;38.1;0;2.6
7/7/2015;Ιουλ;188;26.9;59.0;1.6;336.0;0.0;151.2;34.8;91.7;6.8;946.3;18;28.1;0;3
8/7/2015;Ιουλ;189;26.8;57.1;1.3;342.7;0.0;171.6;34;84.2;4.8;958;19.8;26.8;0;2.6
9/7/2015;Ιουλ;190;25.7;60.7;1.4;342.6;0.0;237.4;31.8;85.6;5;956.6;19;34.2;0;2.7
10/7/2015;Ιουλ;191;23.7;71.5;1.5;230.6;2.0;205.8;30.9;91.2;5.3;1009.8;19.3;49.8;0;2.8
11/7/2015;Ιουλ;192;23.1;70.0;1.4;250.7;0.0;194.5;27.8;90.3;4.4;1097.7;18.5;49.3;0;2.6
12/7/2015;Ιουλ;193;23.7;53.1;1.6;327.4;0.0;137.8;29.2;86.8;5.3;945.8;16.7;32.5;0;3
13/7/2015;Ιουλ;194;23.6;58.1;1.5;329.2;0.0;176.1;29.4;87.7;4.9;942.9;16.5;36.8;0;2.8
14/7/2015;Ιουλ;195;22.9;75.2;0.8;221.3;2.0;220.3;31.5;94.2;4.1;1085.5;17;42;0;1.8
15/7/2015;Ιουλ;196;25.0;65.0;1.5;320.5;0.0;203.6;30.3;93.4;5.4;1035.2;19.3;37.2;0;2.7
16/7/2015;Ιουλ;197;26.5;59.8;1.6;324.8;0.0;161.5;33.5;86.9;5.5;1039.6;18.1;32.5;0;3
17/7/2015;Ιουλ;198;25.9;58.8;1.6;333.9;0.0;164.9;31.3;84.1;5.1;935.1;20.5;35.4;0;3
18/7/2015;Ιουλ;199;25.9;56.4;1.8;338.0;0.0;143.9;34;85.6;7.4;948.7;18.4;22.7;0;3.2
